YHOUSE,经验1-3年 ,打浦桥,移动互联网 ,10k-15k,10000,15000
The NetCircle,经验3-5年 ,长寿路,"社交网络,数据服务 ",15k-25k,15000,25000
信而富,经验1-3年 ,长宁区,金融 ,8k-12k,8000,12000
壹米滴答,经验3-5年 ,青浦区,"企业服务,其他 ",15k-30k,15000,30000
英语流利说,经验3-5年 ,大连,"移动互联网,教育 ",15k-30k,15000,30000
饿了么,经验1-3年 ,长征,移动互联网 ,18k-36k,18000,36000
实惠,经验3-5年 ,闸北区,"移动互联网,生活服务 ",18k-25k,18000,25000
析鲸信息,经验1-3年 ,四平路,"数据服务,金融 ",8k-12k,8000,12000
融之家,经验5-10年 ,五角场,"移动互联网,金融 ",20k-30k,20000,30000
驭势科技,经验3-5年 ,嘉定区,"移动互联网,硬件 ",20k-40k,20000,40000
百姓网,经验3-5年 ,交通大学,移动互联网 ,12k-24k,12000,24000
华安保险,经验3-5年 ,宝山区,金融 ,15k-25k,15000,25000
Ekohe 易空海,经验1-3年 ,静安寺,移动互联网 ,15k-30k,15000,30000
小沃科技,经验3-5年 ,周家嘴路,"移动互联网,游戏 ",10k-15k,10000,15000
饿了么,经验3-5年 ,长征,移动互联网 ,16k-20k,16000,20000
帜讯信息,经验3-5年 ,浦东新区,"移动互联网,其他 ",15k-25k,15000,25000
泰为,经验1-3年 ,古北,移动互联网 ,15k-25k,15000,25000
灿福科技,经验3-5年 ,镇宁路,"移动互联网,数据服务 ",15k-30k,15000,30000
简书,经验3-5年 ,徐家汇,"移动互联网,文化娱乐 ",30k-40k,30000,40000
传音控股,经验3-5年 ,浦东新区,移动互联网 ,15k-29k,15000,29000
美团点评,经验3-5年 ,长宁区,"移动互联网,O2O ",15k-25k,15000,25000
网舟联合科技（北京）有限公司,经验1-3年 ,洋泾,电子商务 ,10k-20k,10000,20000
春秋航空股份有限公司,经验1-3年 ,虹桥机场,"电子商务,旅游 ",10k-20k,10000,20000
上海宏鹿信息技术服务有限公司,经验3-5年 ,张江,移动互联网 ,15k-30k,15000,30000
新蛋信息技术（中国）有限公司,经验3-5年 ,静安区,电子商务 ,16k-22k,16000,22000
现金侠,经验3-5年 ,北新泾,"移动互联网,金融 ",10k-20k,10000,20000
链家上海研发中心,经验3-5年 ,吴江路,企业服务 ,15k-25k,15000,25000
卓领通讯,经验不限 ,洋泾,移动互联网 ,10k-20k,10000,20000
1号店,经验3-5年 ,张江,移动互联网 ,15k-25k,15000,25000
金大师,经验3-5年 ,塘桥,"移动互联网,金融 ",15k-20k,15000,20000
链家上海研发中心,经验3-5年 ,吴江路,企业服务 ,10k-18k,10000,18000
前隆金融（手机贷）,经验3-5年 ,外滩,金融 ,20k-30k,20000,30000
Coupang,经验3-5年 ,浦东新区,"移动互联网,O2O ",18k-26k,18000,26000
八维宏烨教育,经验3-5年 ,奉贤区,"移动互联网,教育 ",20k-35k,20000,35000
贷后邦,经验不限 ,虹口区,移动互联网 ,5k-8k,5000,8000
MarcPoint,经验1-3年 ,徐汇区,"电子商务,广告营销 ",4k-6k,4000,6000
浅橙科技,经验1-3年 ,江湾,"移动互联网,金融 ",18k-24k,18000,24000
游族网络,经验不限 ,田林,"移动互联网,游戏 ",15K-30K,15000,30000
微邦财务咨询（苏州）有限公司,经验3-5年 ,天目西路,移动互联网 ,15k-20k,15000,20000
饿了么,经验3-5年 ,长征,移动互联网 ,15k-25k,15000,25000
Soul App,经验3-5年 ,徐泾,"社交网络,文化娱乐 ",15K-30K,15000,30000
海知智能,经验5-10年 ,上海,"移动互联网,数据服务 ",20k-40k,20000,40000
金丘股份,经验1-3年 ,东外滩,"金融,数据服务 ",10k-20k,10000,20000
复星金服,经验3-5年 ,漕河泾,"金融,移动互联网 ",15k-25k,15000,25000
卓领通讯,经验5-10年 ,洋泾,移动互联网 ,12k-24k,12000,24000
要买车,经验3-5年 ,普陀区,电子商务 ,15k-20k,15000,20000
拍拍贷,经验3-5年 ,浦东新区,金融 ,10k-15k,10000,15000
mo9,经验3-5年 ,人民广场,"金融,移动互联网 ",10k-20k,10000,20000
融金汇银（银天下集团）,经验3-5年 ,南码头,金融 ,20k-30k,20000,30000
Coupang,经验5-10年 ,张江,"移动互联网,O2O ",25k-35k,25000,35000
意视科技,经验1年以下 ,徐汇区,"数据服务,移动互联网 ",10k-14k,10000,14000
帜讯信息,经验不限 ,张江,"移动互联网,其他 ",5k-7k,5000,7000
musical.ly,经验3-5年 ,南外滩,"社交网络,文化娱乐 ",20k-40k,20000,40000
名片全能王,经验3-5年 ,杨浦区,移动互联网 ,15k-30k,15000,30000
小赢科技,经验不限 ,黄浦区,金融 ,15k-25k,15000,25000
怪猫游戏,经验1-3年 ,曹杨,"移动互联网,游戏 ",6k-12k,6000,12000
上海你我贷互联网金融信息服务,经验3-5年 ,东方路,金融 ,18k-28k,18000,28000
微盟,经验1-3年 ,吴淞,"移动互联网,电子商务 ",15k-25k,15000,25000
触宝科技,经验1-3年 ,漕宝路,"移动互联网,数据服务 ",25k-45k,25000,45000
阅文集团,经验3-5年 ,张江,移动互联网 ,15k-30k,15000,30000
凭安信用,经验应届毕业生 ,北新泾,金融 ,8k-10k,8000,10000
返利网,经验3-5年 ,龙华,电子商务 ,13k-25k,13000,25000
轩巍,经验3-5年 ,万体馆,"移动互联网,金融 ",20k-30k,20000,30000
好买基金网（联想腾讯注资企业）,经验3-5年 ,鲁迅公园,"电子商务,金融 ",10k-20k,10000,20000
掌数科技,经验3-5年 ,浦东新区,"数据服务,企业服务 ",15k-20k,15000,20000
美好分期,经验1-3年 ,黄浦区,金融 ,8k-14k,8000,14000
平安医疗,经验3-5年 ,斜土路,医疗健康 ,10k-20k,10000,20000
赢了网,经验1-3年 ,五角场,电子商务 ,6k-10k,6000,10000
UCloud,经验3-5年 ,杨浦区,"数据服务,企业服务 ",15k-25k,15000,25000
晶赞科技Zamplus,经验3-5年 ,共和新路,"数据服务,文化娱乐 ",15k-25k,15000,25000
钱牛牛,经验1-3年 ,北新泾,金融 ,15k-25k,15000,25000
信而富,经验3-5年 ,长宁区,金融 ,15k-30k,15000,30000
唯品会,经验3-5年 ,闵行区,电子商务 ,20k-35k,20000,35000
麦博游戏 MYBO,经验1-3年 ,长征,"移动互联网,游戏 ",8k-15k,8000,15000
返利网,经验3-5年 ,龙华,电子商务 ,10k-20k,10000,20000
东方头条,经验3-5年 ,张江,"移动互联网,社交网络 ",15k-30k,15000,30000
领投鸟,经验3-5年 ,长征,"移动互联网,金融 ",15k-30k,15000,30000
名片全能王,经验1-3年 ,五角场,移动互联网 ,10k-20k,10000,20000
复星金服,经验3-5年 ,漕河泾,"金融,移动互联网 ",18k-30k,18000,30000
迈外迪,经验3-5年 ,龙华,"移动互联网,O2O ",20k-35k,20000,35000
优拜单车,经验3-5年 ,徐汇区,移动互联网 ,20k-35k,20000,35000
眸事网,经验1-3年 ,和平公园,"移动互联网,企业服务 ",10k-15k,10000,15000
美团点评,经验1-3年 ,长宁区,"移动互联网,O2O ",15k-30k,15000,30000
帜讯信息,经验5-10年 ,浦东新区,"移动互联网,其他 ",25k-40k,25000,40000
游仁堂,经验3-5年 ,曹杨,"移动互联网,O2O ",8k-12k,8000,12000
牛娃互联网金融,经验3-5年 ,黄浦区,"移动互联网,金融 ",15k-25k,15000,25000
华通银行,经验5-10年 ,金桥,"金融,移动互联网 ",20k-40k,20000,40000
游族网络,经验3-5年 ,田林,"移动互联网,游戏 ",15K-25K,15000,25000
泰为,经验1-3年 ,古北,移动互联网 ,15k-23k,15000,23000
返利网,经验3-5年 ,龙华,电子商务 ,10k-20k,10000,20000
九章云极科技,经验1-3年 ,场中路,数据服务 ,15k-30k,15000,30000
凭安信用,经验3-5年 ,北新泾,金融 ,15k-30k,15000,30000
美团点评,经验1-3年 ,中山公园,"移动互联网,O2O ",15k-30k,15000,30000
信而富,经验3-5年 ,长宁区,金融 ,15k-30k,15000,30000
携程,经验1-3年 ,北新泾,"移动互联网,旅游 ",8k-12k,8000,12000
欧电云,经验1-3年 ,张江,"电子商务,企业服务 ",5k-10k,5000,10000
竹间智能科技(上海)有限公司,经验1-3年 ,田林,"移动互联网,其他 ",8k-10k,8000,10000
上海拿米金服,经验5-10年 ,田林,"移动互联网,金融 ",15k-30k,15000,30000
平安金融壹账通,经验1-3年 ,龙华,"移动互联网,金融 ",15k-25k,15000,25000
再惠,经验不限 ,长宁区,"移动互联网,企业服务 ",20k-35k,20000,35000
陆金所,经验3-5年 ,陆家嘴,金融 ,15k-30k,15000,30000
口袋理财,经验3-5年 ,长征,"金融,移动互联网 ",15k-25k,15000,25000
NextTao 互道信息,经验3-5年 ,张江,"移动互联网,电子商务 ",15k-30k,15000,30000
NSOC大数据安全智能,经验1-3年 ,张江,"企业服务,信息安全 ",10k-20k,10000,20000
