BRAND,COMPANY,FINANCIAL AMOUNT,ROUNDS,INVESTORS,INDUSTRY,TIME
信达生物,信达生物制药（苏州）有限公司,数千万美元,B轮,礼来亚洲基金,医疗健康,2012/6/16
万象物流,上海万象文化配送有限公司,数千万人民币,A轮,,其他,2012/6/15
互动百科,互动在线（北京）科技有限公司,数千万美元,C轮,磐谷创投DCM中国,内容产业,2012/6/12
虎嗅网,北京云觅信息科技有限公司,数百万人民币,A轮,传媒梦工场,内容产业内容产业,2012/6/12
面包旅行,北京道玺优讯科技有限公司,数百万人民币,天使轮,险峰长青,旅游户外,2012/6/10
华扬联众,华扬联众数字技术股份有限公司,1.19亿人民币,B轮,东方富海同创伟业,内容产业,2012/6/9
西山科技,重庆西山科技股份有限公司,数千万人民币,A轮,华犇创投,医疗健康,2012/6/6
互动百科,互动在线（北京）科技有限公司,数千万美元,C轮,磐谷创投DCM中国,内容产业,2012/6/3
Hortonworks,Hortonworks,2300万美元,A轮,雅虎/YahooBenchmarkCapital,企业服务,2012/6/1
游道易,北京游道易网络文化有限公司,200万美元,天使轮,长友基金,移动互联网游戏动漫,2012/6/1
青客公寓,上海青客时尚生活服务股份有限公司,未透露,天使轮,纽信创投,房产,2012/6/1
拓词toWords,六月花兄弟软件技术(北京)有限公司,100万人民币,种子轮,真格基金,教育,2012/6/1
觅我信息,北京觅我信息技术有限公司,数千万美元,B轮,北极光创投新浪微博基金,移动互联网,2012/6/1
乐蛙科技,乐蛙科技 (上海) 有限公司,5000万人民币,A轮,腾讯产业共赢基金/腾讯,企业服务,2012/6/1
赶集网,山景科创网络技术（北京）有限公司,数千万美元,D轮,中信产业基金,生活消费,2012/6/1
遇见,广州遇见网络科技有限公司,数百万人民币,天使轮,德迅投资有限公司,社交,2012/6/1
品尚红酒网,深圳市鑫品卓科技有限公司,1亿人民币,B轮,同创伟业信中利资本华欧创投基金,电子商务,2012/6/1
微梦广告,北京微梦广告有限公司,数百万人民币,A轮,新浪微博基金,营销广告,2012/6/1
微易互通,北京博瑞创科信息技术有限公司,数百万人民币,A轮,新浪微博基金,营销广告,2012/6/1
百姓网,上海客齐集信息技术有限公司,数千万美元,C轮,上海致景投资,营销广告生活消费,2012/6/1
推推共享,北京风奇讯网络技术有限公司,数百万人民币,天使轮,奇虎360,移动互联网工具软件,2012/6/1
百品求实,上海百品信息分析科技有限公司,600万人民币,天使轮,未透露,电子商务,2012/6/1
爱惠客,杭州彩美科技有限公司,数十万人民币,天使轮,天使湾创投,生活消费,2012/6/1
杭州九漫,杭州九漫信息技术有限公司,200万人民币,天使轮,未透露,内容产业,2012/6/1
你画我猜,上海优哉游哉网络科技有限公司,数百万人民币,A轮,经纬中国,游戏动漫,2012/6/1
新影数讯iFilmplus,新影数讯网络科技（北京）有限公司,100万人民币,天使轮,海银资本,社交内容产业,2012/6/1
上海萌果网络,上海萌果科技信息有限公司,数百万人民币,天使轮,创业基金会/创业接力基金,游戏动漫,2012/6/1
ATH工作室,ATH互动媒体工作室,数百万人民币,天使轮,未透露,教育内容产业,2012/6/1
见见,西安八千里网络科技有限公司,100万人民币,天使轮,未透露,移动互联网社交,2012/6/1
奖金猎人,恩克斯网路科技股份有限公司,数十万美元,天使轮,appWorks之初创投,内容产业,2012/6/1
小米科技,北京小米科技有限责任公司,2.16亿美元,C轮,DST/YuriMilner(中国投资)Temasek淡马锡,硬件,2012/6/1
广州天绎智能科技,广州天绎智能科技有限公司,数千万人民币,C轮,深圳市创新投资集团有限公司/深创投,企业服务,2012/6/1
MediaCross云联网络,云通慧联(上海)网络技术有限公司,数百万人民币,天使轮,旦恩创投薛蛮子,营销广告,2012/6/1
工程师爸爸,上海童锐网络科技有限公司,数百万人民币,A轮,平安创投,教育,2012/6/1
卡尔维科技,成都卡尔维科技有限公司,数百万美元,A轮,清科创投,移动互联网游戏动漫,2012/6/1
深圳柔宇科技Royole,深圳柔宇科技有限公司,数千万人民币,A轮,深圳市创新投资集团有限公司/深创投松禾资本管理有限公司,硬件,2012/6/1
好友美食,北京创源智泉科技有限责任公司,数百万人民币,天使轮,0,生活消费,2012/6/1
音贝网,北京华悦博智科技有限责任公司,数百万人民币,天使轮,0,社交内容产业,2012/6/1
MUCH摩奇,深圳瑞高信息技术有限公司,数千万人民币,A轮,架桥投资,硬件,2012/6/1
YOHO!有货,南京新与力文化传播有限公司,数千万美元,B轮,贝塔斯曼亚洲投资基金鼎晖投资祥峰投资,电子商务,2012/6/1
36氪,北京协力筑成金融信息服务有限公司,数百万人民币,A轮,经纬中国,内容产业,2012/6/1
V电影微电影,北京海纳艾美科技有限公司,数十万人民币,天使轮,九合创投,内容产业,2012/6/1
火花TV,上海思帕客信息技术有限公司,未公开,天使轮,天使湾创投,移动互联网内容产业,2012/6/1
下厨房,北京瑞荻互动科技有限公司,数百万人民币,天使轮,九合创投天使湾创投,电子商务生活消费,2012/6/1
爱美图,上海兔象网络科技有限公司,20万人民币,天使轮,天使湾创投,内容产业,2012/6/1
瘦身战争,北京明银科技有限公司,20万人民币,天使轮,天使湾创投,医疗健康,2012/6/1
美妆易购,杭州彩美科技有限公司,未公开,天使轮,天使湾创投,移动互联网电子商务,2012/6/1
友宝Ubox,北京友宝科斯科贸有限公司,数千万美元,B轮,云锋基金,电子商务硬件,2012/6/1
师兄帮帮忙,北京必鼎科技有限责任公司,数百万人民币,天使轮,PreAngel薛蛮子,社交,2012/6/1
